Year,RMSE
sub_ts_Mar2031_Feb2032,0.2516500438926382
sub_ts_Mar2032_Feb2033,0.44988524923655293
sub_ts_Mar2033_Feb2034,0.4511257731392421
sub_ts_Mar2034_Feb2035,0.9003272674948934
sub_ts_Mar2035_Feb2036,0.5361407508703834
sub_ts_Mar2036_Feb2037,0.4373543134142495
sub_ts_Mar2037_Feb2038,0.46816183376019566
sub_ts_Mar2038_Feb2039,0.6889139874314459
sub_ts_Mar2039_Feb2040,0.3250393124371055
sub_ts_May2030_Apr2031,0.3270135369689383
sub_ts_May2031_Apr2032,0.27324812444940144
sub_ts_May2032_Apr2033,0.4426734424800624
sub_ts_May2033_Apr2034,0.6374098116313979
sub_ts_May2034_Apr2035,0.7937359023684301
sub_ts_May2035_Apr2036,0.6099152079477989
sub_ts_May2036_Apr2037,0.2668419343442122
sub_ts_May2037_Apr2038,0.5413250338972441
sub_ts_May2038_Apr2039,0.6365763199968208
sub_ts_May2039_Apr2040,0.40165261681813696
sub_ts_Nov2030_Oct2031,0.31820571751792676
sub_ts_Nov2031_Oct2032,0.37825835719351014
sub_ts_Nov2032_Oct2033,0.38602169293193195
sub_ts_Nov2033_Oct2034,0.9428287903854868
sub_ts_Nov2034_Oct2035,0.491558074155537
sub_ts_Nov2035_Oct2036,0.527704961769969
sub_ts_Nov2036_Oct2037,0.32392255310478507
sub_ts_Nov2037_Oct2038,0.6035700375240681
sub_ts_Nov2038_Oct2039,0.5524122140824582
sub_ts_Nov2039_Oct2040,0.4037149182661556
sub_ts_Oct2030_Sep2031,0.339403934968649
sub_ts_Oct2031_Sep2032,0.30883705676526624
sub_ts_Oct2032_Sep2033,0.4424611836795831
sub_ts_Oct2033_Sep2034,0.9150134180500084
sub_ts_Oct2034_Sep2035,0.534167128508405
sub_ts_Oct2035_Sep2036,0.5362030168962049
sub_ts_Oct2036_Sep2037,0.2284283057034756
sub_ts_Oct2037_Sep2038,0.6401855689323842
sub_ts_Oct2038_Sep2039,0.5588387882745129
sub_ts_Oct2039_Sep2040,0.36105571681991927
sub_ts_Sep2030_Aug2031,0.33526686668168026
sub_ts_Sep2031_Aug2032,0.3140905381970635
sub_ts_Sep2032_Aug2033,0.41712257227011473
sub_ts_Sep2033_Aug2034,0.8459104028767133
sub_ts_Sep2034_Aug2035,0.6038434608190131
sub_ts_Sep2035_Aug2036,0.5826820800051804
sub_ts_Sep2036_Aug2037,0.25074119716433935
sub_ts_Sep2037_Aug2038,0.6409418683197176
sub_ts_Sep2038_Aug2039,0.5374283224783454
sub_ts_Sep2039_Aug2040,0.39062982029828996
