Year,RMSE
sub_ts_Jan2036_Dec2036,0.37290669978176516
sub_ts_Jan2037_Dec2037,0.3896514358089654
sub_ts_Jan2038_Dec2038,0.5993635938236069
sub_ts_Jan2039_Dec2039,0.41612012192699815
sub_ts_Jan2040_Dec2040,0.3077901611589391
sub_ts_Jul2030_Jun2031,0.23324957393836676
sub_ts_Jul2031_Jun2032,0.33074284236409235
sub_ts_Jul2032_Jun2033,0.2701840897065809
sub_ts_Jul2033_Jun2034,0.6259286824974006
sub_ts_Jul2034_Jun2035,0.6310809559920495
sub_ts_Jul2035_Jun2036,0.49249681920371174
sub_ts_Jul2036_Jun2037,0.19937305761540072
sub_ts_Jul2037_Jun2038,0.5724957694297957
sub_ts_Jul2038_Jun2039,0.5315627952935847
sub_ts_Jul2039_Jun2040,0.2964259156105815
sub_ts_Jun2030_May2031,0.2207033608192344
sub_ts_Jun2031_May2032,0.3188543583046061
sub_ts_Jun2032_May2033,0.29403446302493924
sub_ts_Jun2033_May2034,0.5765823788253378
sub_ts_Jun2034_May2035,0.6740103698102897
sub_ts_Jun2035_May2036,0.4887991343975175
sub_ts_Jun2036_May2037,0.20614153301518118
sub_ts_Jun2037_May2038,0.536848019025114
sub_ts_Jun2038_May2039,0.5669344635381542
sub_ts_Jun2039_May2040,0.3045136533550813
sub_ts_Mar2030_Feb2031,0.2633864921232407
sub_ts_Mar2031_Feb2032,0.20055723514245322
sub_ts_Mar2032_Feb2033,0.3877887687025549
sub_ts_Mar2033_Feb2034,0.342310638739901
sub_ts_Mar2034_Feb2035,0.8118539756132792
sub_ts_Mar2035_Feb2036,0.43507505320211365
sub_ts_Mar2036_Feb2037,0.29453364782491837
sub_ts_Mar2037_Feb2038,0.3946101420935624
sub_ts_Mar2038_Feb2039,0.6795883131522952
sub_ts_Mar2039_Feb2040,0.2885745569768177
sub_ts_May2030_Apr2031,0.21959936203525218
sub_ts_May2031_Apr2032,0.2980601027974508
sub_ts_May2032_Apr2033,0.31707984739036726
sub_ts_May2033_Apr2034,0.4980589042612511
sub_ts_May2034_Apr2035,0.7317884869141664
sub_ts_May2035_Apr2036,0.48477412018873295
sub_ts_May2036_Apr2037,0.2204969811235301
sub_ts_May2037_Apr2038,0.487057643592858
sub_ts_May2038_Apr2039,0.6073393203353282
sub_ts_May2039_Apr2040,0.31095035253618325
sub_ts_Nov2030_Oct2031,0.22179427799082188
sub_ts_Nov2031_Oct2032,0.38754414045559704
sub_ts_Nov2032_Oct2033,0.1818939034234399
sub_ts_Nov2033_Oct2034,0.8200133650180222
sub_ts_Nov2034_Oct2035,0.42237258289090984
sub_ts_Nov2035_Oct2036,0.41820820793355074
sub_ts_Nov2036_Oct2037,0.2966672958119449
sub_ts_Nov2037_Oct2038,0.5785692764285751
sub_ts_Nov2038_Oct2039,0.4777019690892865
sub_ts_Nov2039_Oct2040,0.3624646332293597
sub_ts_Oct2030_Sep2031,0.23133374433465875
sub_ts_Oct2031_Sep2032,0.34798020124055024
sub_ts_Oct2032_Sep2033,0.23933403471194523
sub_ts_Oct2033_Sep2034,0.7765767477622981
sub_ts_Oct2034_Sep2035,0.48392248283930367
sub_ts_Oct2035_Sep2036,0.43859900123641793
sub_ts_Oct2036_Sep2037,0.23660099555355463
sub_ts_Oct2037_Sep2038,0.6060451719692219
sub_ts_Oct2038_Sep2039,0.47796205039672973
sub_ts_Oct2039_Sep2040,0.33801812607836473
sub_ts_Sep2030_Aug2031,0.24076945521308718
sub_ts_Sep2031_Aug2032,0.3339002470018133
sub_ts_Sep2032_Aug2033,0.2589994840438954
sub_ts_Sep2033_Aug2034,0.7275254385837568
sub_ts_Sep2034_Aug2035,0.5361682340892325
sub_ts_Sep2035_Aug2036,0.46340498498708366
sub_ts_Sep2036_Aug2037,0.22762339585885985
sub_ts_Sep2037_Aug2038,0.6041584090824784
sub_ts_Sep2038_Aug2039,0.4819892659184059
sub_ts_Sep2039_Aug2040,0.30927789804277245
