Year,RMSE
sub_ts_Jan2035_Dec2035,0.20864781577095642
sub_ts_Jan2036_Dec2036,0.23091083956747213
sub_ts_Jan2037_Dec2037,0.36518600323093453
sub_ts_Jan2038_Dec2038,0.4421273036814063
sub_ts_Jan2039_Dec2039,0.3095759929517581
sub_ts_Jan2040_Dec2040,0.42898734408691713
sub_ts_Jul2030_Jun2031,0.38224721440701737
sub_ts_Jul2031_Jun2032,0.32959783912956464
sub_ts_Jul2032_Jun2033,0.3110104431464579
sub_ts_Jul2033_Jun2034,0.40749016510310815
sub_ts_Jul2034_Jun2035,0.3502845988185838
sub_ts_Jul2035_Jun2036,0.1716476567476317
sub_ts_Jul2036_Jun2037,0.3495134838270904
sub_ts_Jul2037_Jun2038,0.28670938604021884
sub_ts_Jul2038_Jun2039,0.5002800435786142
sub_ts_Jul2039_Jun2040,0.25511989278102487
sub_ts_Jun2030_May2031,0.2861733345678784
sub_ts_Jun2031_May2032,0.42615754364219655
sub_ts_Jun2032_May2033,0.2778139964889602
sub_ts_Jun2033_May2034,0.4291331129735866
sub_ts_Jun2034_May2035,0.3506443551509733
sub_ts_Jun2035_May2036,0.175890298859074
sub_ts_Jun2036_May2037,0.28123597709004594
sub_ts_Jun2037_May2038,0.3550415568621997
sub_ts_Jun2038_May2039,0.4998477346615773
sub_ts_Jun2039_May2040,0.22216154670235602
sub_ts_Mar2030_Feb2031,0.36998135747767324
sub_ts_Mar2031_Feb2032,0.4108542750567343
sub_ts_Mar2032_Feb2033,0.2511509084200812
sub_ts_Mar2033_Feb2034,0.40563860000560487
sub_ts_Mar2034_Feb2035,0.4052167372396959
sub_ts_Mar2035_Feb2036,0.1990095337128324
sub_ts_Mar2036_Feb2037,0.2825000744088883
sub_ts_Mar2037_Feb2038,0.34298765635832296
sub_ts_Mar2038_Feb2039,0.4449223870274876
sub_ts_Mar2039_Feb2040,0.31276676327001857
sub_ts_May2030_Apr2031,0.3026484819332224
sub_ts_May2031_Apr2032,0.43827730080654
sub_ts_May2032_Apr2033,0.27781185705895706
sub_ts_May2033_Apr2034,0.41232436509555553
sub_ts_May2034_Apr2035,0.36965368155121886
sub_ts_May2035_Apr2036,0.17670785267157732
sub_ts_May2036_Apr2037,0.2812338528177683
sub_ts_May2037_Apr2038,0.3371994510406419
sub_ts_May2038_Apr2039,0.511815986976282
sub_ts_May2039_Apr2040,0.21441413828691544
sub_ts_Nov2030_Oct2031,0.3870739799834965
sub_ts_Nov2031_Oct2032,0.2874674563707732
sub_ts_Nov2032_Oct2033,0.33223836108892374
sub_ts_Nov2033_Oct2034,0.46574781909645313
sub_ts_Nov2034_Oct2035,0.21431075378478354
sub_ts_Nov2035_Oct2036,0.17868703346312875
sub_ts_Nov2036_Oct2037,0.3997699302070919
sub_ts_Nov2037_Oct2038,0.4421744073777604
sub_ts_Nov2038_Oct2039,0.30848708670496
sub_ts_Nov2039_Oct2040,0.41734359239349195
sub_ts_Oct2030_Sep2031,0.3948811259788262
sub_ts_Oct2031_Sep2032,0.26455102673697545
sub_ts_Oct2032_Sep2033,0.36319918856275313
sub_ts_Oct2033_Sep2034,0.46535285292328843
sub_ts_Oct2034_Sep2035,0.20915318327509705
sub_ts_Oct2035_Sep2036,0.18035441637217425
sub_ts_Oct2036_Sep2037,0.39496042367338086
sub_ts_Oct2037_Sep2038,0.44605558789506605
sub_ts_Oct2038_Sep2039,0.3057302337507935
sub_ts_Oct2039_Sep2040,0.3291850745676599
sub_ts_Sep2030_Aug2031,0.41212645955435656
sub_ts_Sep2031_Aug2032,0.26213141376404453
sub_ts_Sep2032_Aug2033,0.36509507379899714
sub_ts_Sep2033_Aug2034,0.4573772798504495
sub_ts_Sep2034_Aug2035,0.20629378401407963
sub_ts_Sep2035_Aug2036,0.1950591980761817
sub_ts_Sep2036_Aug2037,0.38734965580019864
sub_ts_Sep2037_Aug2038,0.42747978075160065
sub_ts_Sep2038_Aug2039,0.3367633437743521
sub_ts_Sep2039_Aug2040,0.3382158839876401
