Year,RMSE
sub_ts_Jan2033_Dec2033,0.3001891781223817
sub_ts_Jan2034_Dec2034,0.44374929101553606
sub_ts_Jan2035_Dec2035,0.21654966460690142
sub_ts_Jan2036_Dec2036,0.2544484378345924
sub_ts_Jan2037_Dec2037,0.3592123793804811
sub_ts_Jan2038_Dec2038,0.4207336100115757
sub_ts_Jan2039_Dec2039,0.3108721821029881
sub_ts_Jan2040_Dec2040,0.38664548085714473
sub_ts_Jul2030_Jun2031,0.3631798477515719
sub_ts_Jul2031_Jun2032,0.3666954852753912
sub_ts_Jul2032_Jun2033,0.32679909609887486
sub_ts_Jul2033_Jun2034,0.3861561286729281
sub_ts_Jul2034_Jun2035,0.3169643913992711
sub_ts_Jul2035_Jun2036,0.16921438187560667
sub_ts_Jul2036_Jun2037,0.33666114058439617
sub_ts_Jul2037_Jun2038,0.32851322117223225
sub_ts_Jul2038_Jun2039,0.4655369039606877
sub_ts_Jul2039_Jun2040,0.2490286436672952
sub_ts_Jun2030_May2031,0.2877127541864788
sub_ts_Jun2031_May2032,0.42524277552322604
sub_ts_Jun2032_May2033,0.2785257996459222
sub_ts_Jun2033_May2034,0.41878569255958537
sub_ts_Jun2034_May2035,0.3305204525515716
sub_ts_Jun2035_May2036,0.15333206856264733
sub_ts_Jun2036_May2037,0.30166110236381416
sub_ts_Jun2037_May2038,0.36537078468087897
sub_ts_Jun2038_May2039,0.4631170343910164
sub_ts_Jun2039_May2040,0.24330217431468645
sub_ts_Mar2030_Feb2031,0.36126840396985305
sub_ts_Mar2031_Feb2032,0.40015749252686705
sub_ts_Mar2032_Feb2033,0.2887172763692333
sub_ts_Mar2033_Feb2034,0.386377906304965
sub_ts_Mar2034_Feb2035,0.3751205777905911
sub_ts_Mar2035_Feb2036,0.2074058457018663
sub_ts_Mar2036_Feb2037,0.29982483373663066
sub_ts_Mar2037_Feb2038,0.33916638610729033
sub_ts_Mar2038_Feb2039,0.4228583239745439
sub_ts_Mar2039_Feb2040,0.3154526415636583
sub_ts_May2030_Apr2031,0.30341231197872837
sub_ts_May2031_Apr2032,0.4361464598416794
sub_ts_May2032_Apr2033,0.2785029284697976
sub_ts_May2033_Apr2034,0.39998638723808017
sub_ts_May2034_Apr2035,0.3520948633079671
sub_ts_May2035_Apr2036,0.15543563577583522
sub_ts_May2036_Apr2037,0.30165993869092256
sub_ts_May2037_Apr2038,0.34615479076492556
sub_ts_May2038_Apr2039,0.4770286512838157
sub_ts_May2039_Apr2040,0.23807594112903172
sub_ts_Nov2030_Oct2031,0.373081218516286
sub_ts_Nov2031_Oct2032,0.3208295851401181
sub_ts_Nov2032_Oct2033,0.31146725197358455
sub_ts_Nov2033_Oct2034,0.4371802442037375
sub_ts_Nov2034_Oct2035,0.22609262713260472
sub_ts_Nov2035_Oct2036,0.21012312452706094
sub_ts_Nov2036_Oct2037,0.3910322147750131
sub_ts_Nov2037_Oct2038,0.42077415860258083
sub_ts_Nov2038_Oct2039,0.30998509873779007
sub_ts_Nov2039_Oct2040,0.3750100907177696
sub_ts_Oct2030_Sep2031,0.3852446628055936
sub_ts_Oct2031_Sep2032,0.2946391280127896
sub_ts_Oct2032_Sep2033,0.3473551515670471
sub_ts_Oct2033_Sep2034,0.4370753785386543
sub_ts_Oct2034_Sep2035,0.22222732600979897
sub_ts_Oct2035_Sep2036,0.20829529635140798
sub_ts_Oct2036_Sep2037,0.3883480572643431
sub_ts_Oct2037_Sep2038,0.42274059716882667
sub_ts_Oct2038_Sep2039,0.30688620958458307
sub_ts_Oct2039_Sep2040,0.28202301399884633
sub_ts_Sep2030_Aug2031,0.403018905522584
sub_ts_Sep2031_Aug2032,0.2923882878643492
sub_ts_Sep2032_Aug2033,0.349402549589611
sub_ts_Sep2033_Aug2034,0.4286191761178881
sub_ts_Sep2034_Aug2035,0.2192745093660611
sub_ts_Sep2035_Aug2036,0.22119896885174092
sub_ts_Sep2036_Aug2037,0.3807356421291541
sub_ts_Sep2037_Aug2038,0.40313984383701906
sub_ts_Sep2038_Aug2039,0.33759381231737196
sub_ts_Sep2039_Aug2040,0.29259582474095797
